Headline,Date
CNG sedans gain popularity in India as consumers shift to cleaner fuels,Updated On :17 Nov 2024 | 10:48 PMISTPremium
"M&M, investors to put Rs 875 cr in Classic Legends over next 2-3 years",Updated On :13 Dec 2023 | 6:41 PMIST
Amid overall electric vehicle boom: E-bus market share falls to under 3%,Updated On :12 Dec 2023 | 10:48 PMISTPremium
"Passenger vehicles cruise to a record, small car sales skid 21% in Nov",Updated On :12 Dec 2023 | 10:41 PMIST
Passenger vehicle wholesales grow 4% in November on robust demand: Siam,Updated On :12 Dec 2023 | 12:51 PMIST
"JSW Group, China's SAIC Motor begin negotiations on royalty fees",Updated On :11 Dec 2023 | 10:55 PMIST
BMW India to hike car prices up to 2% from Jan 1 due to rising input costs,Updated On :11 Dec 2023 | 3:38 PMIST
"Mahindra to launch XUV300 facelift next year, to also get EV version",Updated On :11 Dec 2023 | 3:20 PMIST
Election code impacts commercial vehicle sales in post-festival period,Updated On :10 Dec 2023 | 11:08 PMISTPremium
Tata Motors to hike commercial vehicle prices by up to 3% from January 1,Updated On :10 Dec 2023 | 10:16 PMIST
Okinawa acknowledged violating FAME scheme: Govt in Delhi High Court,Updated On :08 Dec 2023 | 9:21 PMIST
"10,000 fuel stations now offering EV charging facilities across the country",Updated On :08 Dec 2023 | 11:48 AMIST
China to set up auto research institute in Thailand as EVs gain traction,Updated On :08 Dec 2023 | 10:58 AMIST
"Retail automobile sales at new peak in Nov, car stocks loom large",Updated On :06 Dec 2023 | 11:52 PMIST
"M&M to hike prices of passenger, commercial vehicles from Jan 2024",Updated On :06 Dec 2023 | 6:32 PMIST
Volkswagen India offers priority check for Michaung flood-damaged vehicles,Updated On :06 Dec 2023 | 4:58 PMIST
Kia India onboards multiple charge point operators for EV charging,Updated On :06 Dec 2023 | 4:43 PMIST
Suzuki Motor Gujarat unit crosses 3 mn cumulative production milestone,Updated On :06 Dec 2023 | 4:40 PMIST
Volkswagen-sanctioned audit finds no signs of forced labour at China plant,Updated On :06 Dec 2023 | 4:01 PMIST
"Hyundai Creta facelift global debut in Jan, gets new 1.5 L turbo petrol",Updated On :06 Dec 2023 | 1:42 PMIST
"Maruti, Mahindra, Audi extend support to customers in cyclone-hit areas",Updated On :06 Dec 2023 | 1:04 PMIST
"'Increasing demand for SUVs major road safety, environmental challenge'",Updated On :05 Dec 2023 | 6:51 PMIST
Renault to invest $379 million to produce new hybrid SUV in Brazil,Updated On :05 Dec 2023 | 12:54 PMIST
MG Motor India to hike prices from January owing to rising overall costs,Updated On :04 Dec 2023 | 11:51 PMIST
Ficci submits proposal for continuation of demand incentives for EVs,Updated On :04 Dec 2023 | 10:39 PMIST
Honda Cars to increase prices of its entire model range from January,Updated On :03 Dec 2023 | 11:28 PMIST
"Govt to pump in additional Rs 1,500 crore for FAME-II subsidy scheme",Updated On :03 Dec 2023 | 11:26 PMISTPremium
"Higher production, festival season drive domestic car sales in November",Updated On :01 Dec 2023 | 10:48 PMIST
"Festive demand, better production lead to highest-ever Nov PV wholesales",Updated On :01 Dec 2023 | 7:26 PMIST
"Honda Motorcycle and Scooter India sales up 20% to 4,47,849 units in Nov",Updated On :01 Dec 2023 | 5:16 PMIST
"India's two-wheeler sales surge in Nov on festive boost, rural demand",Updated On :01 Dec 2023 | 5:15 PMIST
"TVS Motor November sales: Total sales up 31% YoY to 364,231 units",Updated On :01 Dec 2023 | 4:14 PMIST
"Maruti Suzuki November sales: Total sales up 3.39%, SUV sales rise 50%",Updated On :01 Dec 2023 | 3:00 PMIST
"Tata Motors November sales: Overall sales drop 1% YoY to 72,647 units",Updated On :01 Dec 2023 | 1:09 PMIST
"VST Tractors November sales: Total sales drop 19%, tractor sales down 46%",Updated On :01 Dec 2023 | 1:05 PMIST
"M&M November sales: Total sales up 21% to 70,576 units, SUV sales shine",Updated On :01 Dec 2023 | 11:39 AMIST
"Bajaj Auto November sales: Total vehicle sales up 31%, exports struggle",Updated On :01 Dec 2023 | 10:24 AMIST
"Toyota Kirloskar Motor sales up by 51% at 17,818 units in November",Updated On :01 Dec 2023 | 10:10 AMIST
GM says strike cost $1.1 bn but it can absorb rising labour costs,Updated On :29 Nov 2023 | 11:23 PMIST
Huawei's new smart car firm valued up to $35 bn amid advanced stake talks,Updated On :29 Nov 2023 | 11:17 PMIST
Honda to invest $3.4 billion in electric motorcycles business by 2030,Updated On :29 Nov 2023 | 11:10 PMIST
"Mercedes names Amrit Baid as head of marketing, customer experience",Updated On :28 Nov 2023 | 10:47 PMIST
"Rolls-Royce sours on electric-powered planes, says hydrogen needs time",Updated On :28 Nov 2023 | 10:43 PMIST
Tata Motors launches registered vehicle scrapping facility in Punjab,Updated On :28 Nov 2023 | 6:54 PMIST
"From budget to luxury, cars to get more expensive from January 2024",Updated On :27 Nov 2023 | 11:51 PMIST
Tesla sues Swedish co as striking workers halt delivery of license plates,Updated On :27 Nov 2023 | 6:46 PMIST
Audi India raises prices of vehicles by 2% from Jan 1 on rising input costs,Updated On :27 Nov 2023 | 2:44 PMIST
E-buses expected to account for 11-13% of new bus sales by FY25: Icra,Updated On :27 Nov 2023 | 2:02 PMIST
"After Audi, Maruti Suzuki to hike prices of its cars from January 2024",Updated On :27 Nov 2023 | 1:51 PMIST
Audi India to hike prices of vehicles by up to 2% from January 2024,Updated On :27 Nov 2023 | 12:20 PMIST
"From Bajaj to TVS, two-wheeler makers hit full throttle on growth prospects",Updated On :26 Nov 2023 | 10:58 PMISTPremium
Toyota expects Indian PV market to carry momentum of 2023 into 2024: Gulati,Updated On :26 Nov 2023 | 10:21 PMIST
TVS Motor plans to expand electric two-wheeler range over next 1 year,Updated On :26 Nov 2023 | 11:42 AMIST
Nissan to invest $1.4 bn to make EV versions of its best-selling cars in UK,Updated On :24 Nov 2023 | 6:09 PMIST
"Himalayan 450 set to launch today, check the latest features, prices, more",Updated On :24 Nov 2023 | 10:45 AMIST
Suzuki Motor's stake in Maruti Suzuki to rise to 58.19% from 56.48%,Updated On :24 Nov 2023 | 9:57 AMIST
Tesla may invest $2 billion for manufacturing in India but with conditions,Updated On :24 Nov 2023 | 9:10 AMIST
MHI orders probe to investigate role of govt officials in FAME scam,Updated On :22 Nov 2023 | 11:02 PMIST
"Toyota Kirloskar Motor to invest Rs 3,300 cr to set up new Karnataka plant",Updated On :22 Nov 2023 | 3:06 PMIST
1 mn electric 2-wheelers sales target for FY24 hit by tepid festival sales,Updated On :21 Nov 2023 | 11:24 PMISTPremium
Delhi notifies premium bus aggregator scheme to encourage public transport,Updated On :21 Nov 2023 | 5:54 PMIST
"Tamil Nadu to get Rs 50,000 cr investments in EV sector by 2025: Minister",Updated On :21 Nov 2023 | 4:50 PMIST
"Volkswagen launches 'Sound' edition for Taigun, Virtus with enhanced audio",Updated On :21 Nov 2023 | 4:11 PMIST
"Undeterred by price rise, CV sales likely to set a new record in FY24",Updated On :21 Nov 2023 | 10:45 AMIST
Old and new fuel vehicles will have place 'side by side': VECV MD & CEO,Updated On :20 Nov 2023 | 7:01 PMIST
Commercial vehicle segment set for growth with expanding economy: VECV MD,Updated On :20 Nov 2023 | 6:10 PMIST
"Renault to launch Duster SUV's new iteration, here's what to expect",Updated On :20 Nov 2023 | 5:08 PMIST
"Toyota launches Innova Hycross GX Limited edition, costs Rs 20 lakh",Updated On :20 Nov 2023 | 2:19 PMIST
Carmakers shift into overdrive with extended festival season deals,Updated On :19 Nov 2023 | 11:55 PMISTPremium
"Luxury carmakers Mercedes, Audi see record sales in festive season",Updated On :19 Nov 2023 | 10:18 PMIST
India can become biggest market for Hyundai globally in near future: CEO,Updated On :17 Nov 2023 | 10:55 PMIST
"Hyundai Motor sets sight on domestic sales of 600,000 units in CY2023",Updated On :17 Nov 2023 | 10:54 PMIST
"Honda recalls 250K cars as bearing can fail, cause engines to run poorly",Updated On :17 Nov 2023 | 9:48 PMIST
"Isuzu Motors strategically expanding network pan India, says official",Updated On :17 Nov 2023 | 8:06 PMIST
Made-In-India Honda Elevate ready to run on Japanese road next year,Updated On :17 Nov 2023 | 12:53 PMIST
"Global debut of Toyota's ninth-gen Camry, gets petrol-hybrid powertrain",Updated On :16 Nov 2023 | 5:13 PMIST
"Car makers break festive season records, do record sales of Rs 1.3 trillion",Updated On :16 Nov 2023 | 10:12 AMIST
"Over Rs 300 crore FAME-II subsidy stuck on Aadhaar card, RC mismatch",Updated On :16 Nov 2023 | 9:48 AMISTPremium
Suzuki to introduce three-cylinder engines: Why is this a big deal?,Updated On :15 Nov 2023 | 1:25 PMIST
Tesla on way to double its components imports from India: Piyush Goyal,Updated On :14 Nov 2023 | 11:13 PMIST
"Bumpy road! Pakistan car sales continue to fall; 6,200 units sold in Oct",Updated On :14 Nov 2023 | 5:09 PMIST
Car sales to cross 4 mn mark this year on strong demand despite price hikes,Updated On :14 Nov 2023 | 1:07 PMIST
Volkswagen to cut administrative personnel costs by 20% in savings drive,Updated On :13 Nov 2023 | 6:09 PMIST
MoRTH proposes installation of inbuilt collision warning system in 4-Ws,Updated On :11 Nov 2023 | 1:01 PMIST
PV wholesales touch all-time high for October even as car sales dip,Updated On :10 Nov 2023 | 11:11 PMIST
"Passenger vehicles, 3-wheelers report highest ever sales in October: Siam",Updated On :10 Nov 2023 | 11:55 AMIST
Lotus Cars makes India debut with Eletre electric SUV at Rs 2.55 crore,Updated On :09 Nov 2023 | 11:14 PMIST
Full charge ahead: Kerala becomes the new electric two-wheeler hub,Updated On :09 Nov 2023 | 11:10 PMISTPremium
Clearing the air: 2 out of 3 app-based cabs may go off road in Delhi,Updated On :09 Nov 2023 | 11:00 PMISTPremium
Tesla to import completely made electric cars from Germany into India,Updated On :09 Nov 2023 | 3:09 PMIST
Electric three wheelers' sales pick up speed but a mixed bag overall,Updated On :08 Nov 2023 | 10:55 PMISTPremium
Automobile dealers flag 'distress' if Diwali sales fail to dazzle,Updated On :07 Nov 2023 | 10:20 PMIST
"CHARGE+ZONE, Evnnovator partner with Mercedes-Benz for charging solution",Updated On :07 Nov 2023 | 5:19 PMIST
"Okaya to partner with IOC to install over 2,500 EV chargers across India",Updated On :07 Nov 2023 | 11:44 AMIST
Oct auto retail sales dip 8% due to Shraddh period; Navratri sales up 18%,Updated On :06 Nov 2023 | 11:26 PMIST
Commercial EV-maker Euler Motors raises Rs 120 cr in funding round,Updated On :06 Nov 2023 | 4:20 PMIST
Developers seek to cash in on soaring EV sales with residential chargers,Updated On :06 Nov 2023 | 4:17 PMIST
"Ashok Leyland delivers AVTR 1922, India's first LNG-powered haulage truck",Updated On :06 Nov 2023 | 4:07 PMIST
"India's sparse EV-charging network stumbles on strategy, state support",Updated On :05 Nov 2023 | 11:21 PMISTPremium
Tyre demand to remain robust amid positive environment: JK Tyre CMD,Updated On :05 Nov 2023 | 8:19 PMIST
Maruti to boost flexibility in mfg to roll out vehicles as per mkt demand,Updated On :05 Nov 2023 | 11:27 AMIST
"Cooling electric vehicle sales have Tesla, GM & Ford rethinking investments",Updated On :04 Nov 2023 | 8:18 PMIST
TPEM's Avinya series of vehicles will be manufactured at Sanand 2 facility,Updated On :03 Nov 2023 | 6:31 PMIST
Finmin questions rationale for extending FAME scheme beyond current fiscal,Updated On :03 Nov 2023 | 9:42 AMIST
"Three-wheelers dominate Indian roads, sales exceed 100K mark in Sept, Oct",Updated On :02 Nov 2023 | 10:58 PMIST
Volkswagen introduces Taigun 'Trail' edition as part of its GT range,Updated On :02 Nov 2023 | 4:43 PMIST
"Festival season momentum lights up domestic PV sales, GST collection",Updated On :02 Nov 2023 | 8:50 AMIST
"To encourage helmet usage, IRF submits proposal to make them GST-free",Updated On :01 Nov 2023 | 4:24 PMIST
"Maruti Suzuki records highest-ever monthly sale; sells 199,217 units in Oct",Updated On :01 Nov 2023 | 4:20 PMIST
"Hero MotoCorp reports 26% jump in total sales to 574,930 units in October",Updated On :01 Nov 2023 | 4:18 PMIST
"Amid strong festive demand, car dispatches likely to make new record in Oct",Updated On :01 Nov 2023 | 1:43 PMIST
Aston Martin to double its volume with new South India dealership,Updated On :01 Nov 2023 | 1:32 PMIST
"Tata Motors October Sales: Total domestic sales up 6% YoY, EVs shine",Updated On :01 Nov 2023 | 1:16 PMIST
"Toyota Kirloskar Motor reports 66% jump in sales in October to 21,879 units",Updated On :01 Nov 2023 | 12:57 PMIST
"Bajaj Auto October sales: Domestic 2W, CV sales up, exports take a hit",Updated On :01 Nov 2023 | 10:30 AMIST
Toyota pledges $8 billion more for US battery plant to rev up EV push,Updated On :31 Oct 2023 | 10:52 PMIST
e2W registration: Share of top 4 races to 90% in Oct from 72% in January,Updated On :31 Oct 2023 | 10:39 PMISTPremium
Uneven monsoon's impact on rural demand a concern: ICRA on auto sector,Updated On :31 Oct 2023 | 2:50 PMIST
Tata Motors wins Rs 766 crore plus interest at 11% for losses in Singur,Updated On :30 Oct 2023 | 11:29 PMIST
"General Motors reaches tentative agreement with UAW, ending 6-week strike",Updated On :30 Oct 2023 | 8:34 PMIST
"Cars24 reports revenue of Rs 5,535 cr in FY23, 8% increase from FY22",Updated On :30 Oct 2023 | 6:15 AMIST
PV industry expecting zero growth in volume sales in FY25: R C Bhargava,Updated On :27 Oct 2023 | 11:07 PMISTPremium
Hybrid vehicles take lead in realm of eco-friendly mobility solutions,Updated On :26 Oct 2023 | 3:54 PMISTPremium
New Renault Duster to get three engine options; global debut on Nov 29,Updated On :25 Oct 2023 | 1:53 PMIST
India recorded flat car and SUV sales in Navratri this year: Report,Updated On :25 Oct 2023 | 10:55 AMIST
"General Motors withdraws its 2023 guidance, UAW strikes SUV plant",Updated On :24 Oct 2023 | 10:47 PMIST
Battery testing race to work out what used electric vehicles are worth,Updated On :24 Oct 2023 | 7:50 PMIST
"As Pak Suzuki plans to delist, a glance at Pakistan's automobile industry",Updated On :23 Oct 2023 | 5:57 PMIST
Tesla to exceed $9 bn spending target this year as it rolls out new models,Updated On :23 Oct 2023 | 4:52 PMIST
"1,200-km range, 10-min charge: Toyota near solid-state battery breakthrough",Updated On :23 Oct 2023 | 12:17 PMIST
"In a letter, Toyota lobbies Centre to cut hybrid car taxes as much as 21%",Updated On :23 Oct 2023 | 9:29 AMIST
Powering up: India takes 'standardised' road to charge up electric vehicles,Updated On :22 Oct 2023 | 11:59 PMISTPremium
Tata Motors developing new petrol engine to power premium SUV range,Updated On :22 Oct 2023 | 10:36 PMIST
Delhi govt extends policy meant for electric vehicles till December 31,Updated On :21 Oct 2023 | 9:18 PMIST
Deep discounts on offer to light up car sales in India before Diwali,Updated On :20 Oct 2023 | 11:54 PMIST
"DAEWOO plans India comeback in new avatar, to launch electric bikes, cycles",Updated On :19 Oct 2023 | 1:13 PMIST
"North trails South in electric scooter sales, Maharashtra miles ahead",Updated On :18 Oct 2023 | 11:01 PMISTPremium
Auto deals jump 858% in Q2FY24 on back of 16 deals worth $939 million,Updated On :18 Oct 2023 | 10:59 PMIST
Stand 'firmly' with General Motors Talegaon workers: Maharashtra CM,Updated On :18 Oct 2023 | 10:31 PMISTPremium
"Bajaj Auto Ltd Q2FY24 results: PAT up 17.5%, riding on better product mix",Updated On :18 Oct 2023 | 10:29 PMIST
Production of 50 GWh battery cells to start in early 2024: MHI Minister,Updated On :18 Oct 2023 | 9:11 PMIST
General Motors delays EV pickup truck production at plant near Detroit,Updated On :17 Oct 2023 | 11:36 PMIST
"Tata Harrier, Safari facelifts launched, get five-star safety rating",Updated On :17 Oct 2023 | 3:58 PMIST
Skoda Auto Volkswagen India to commence exports to Vietnam from 2024,Updated On :17 Oct 2023 | 3:49 PMIST
War cry for 50%: Maruti's rise to number 1 in SUVs is the result of rejig,Updated On :17 Oct 2023 | 12:10 AMISTPremium
Two-wheeler exports fell by 20% to 1.69 mn units in H1 of FY24: Siam,Updated On :16 Oct 2023 | 11:13 PMIST
"Impact of Israel-Gaza conflict on auto industry negligible, says Siam",Updated On :16 Oct 2023 | 6:13 PMIST
"Domestic passenger vehicles wholesales up 2% to 361,717 units in Sept: SIAM",Updated On :16 Oct 2023 | 1:35 PMIST
"Auto industry Q2 preview: Product mix, commodity tailwinds to aid margins",Updated On :13 Oct 2023 | 11:11 PMISTPremium
No plans to phase out diesel vehicles: BMW India president Vikram Pawah,Updated On :13 Oct 2023 | 11:05 PMIST
Rush hour: Why automakers are pouring Rs 1.75 trn into their factories,Updated On :13 Oct 2023 | 11:58 AMISTPremium
Govt mulls subsidising carmakers investing in local EV production,Updated On :13 Oct 2023 | 10:12 AMIST
Rolling in luxury: Top-end carmakers spin wheels of bespoke experience,Updated On :12 Oct 2023 | 11:39 PMISTPremium
Ola Electric to Ather Energy: EV players 'fully refund' wrongful claims,Updated On :13 Oct 2023 | 6:15 AMISTPremium
"Auto retail sales up 9% in H1FY24; PVs, three-wheelers steal the show",Updated On :12 Oct 2023 | 11:08 PMIST
Two-wheeler sales back on track; analysts expect 8-12% growth in FY24,Updated On :12 Oct 2023 | 11:02 PMIST
"Maruti eyeing bigger pie of global car market, aims to 3X exports by 2030",Updated On :12 Oct 2023 | 11:56 AMIST
Centre's panel wants car ratings tied to improved connectivity: Draft,Updated On :11 Oct 2023 | 2:26 PMIST
Ashok Leyland launches ecomet Star 1915 to cater to long haul customers,Updated On :11 Oct 2023 | 1:36 PMIST
"Triumph Scrambler 400 X debuts in India, check price, features, and more",Updated On :11 Oct 2023 | 1:05 PMIST
Ashok Leyland launches the new ecomet Star 1915 truck with 18.49T GVW,Updated On :11 Oct 2023 | 11:23 AMIST
Festive season bump unlikely to jumpstart rural auto demand: Analysts,Updated On :10 Oct 2023 | 6:11 PMIST
"Indian auto sales surge 20% in September, despite slump in tractors",Updated On :09 Oct 2023 | 10:24 PMIST
"Royal Enfield unveils Himalayan 452; gets a new engine, sleeker design",Updated On :09 Oct 2023 | 5:23 PMIST
"As BYD seeks India expansion, its executives find it tough to get visas",Updated On :09 Oct 2023 | 10:38 AMIST
Ather Energy planning to set up new manufacturing plant to expand capacity,Updated On :09 Oct 2023 | 9:44 AMIST
Govt shifts into high gear to expand subsidies to alternative fuel vehicles,Updated On :06 Oct 2023 | 11:46 PMISTPremium
"TVS Motor, BMW commence production of first electric bike CE 02 at TN plant",Updated On :06 Oct 2023 | 11:21 PMIST
"Maruti Suzuki offers discounts up to Rs 68,000 on Celerio, Alto, S Presso",Updated On :06 Oct 2023 | 5:29 PMIST
"Tata Motors global wholesales up 7% in Q2, Jaguar Land Rover drives growth",Updated On :06 Oct 2023 | 4:51 PMIST
Tata Motors' luxury vehicles arm JLR posts 21% rise in retail sales in Q2,Updated On :05 Oct 2023 | 6:54 PMIST
"Sajjan Jindal's firm, SAIC Motor to take over MG Motor India: Report",Updated On :05 Oct 2023 | 4:41 PMIST
Harley's most affordable bike X440 delivery to begin on October 15,Updated On :05 Oct 2023 | 1:59 PMIST
India can become $1 trn export-led automotive hub by 2035: Report,Updated On :04 Oct 2023 | 6:54 PMIST
"Audi reports 88% increase in retail sales at 5,530 units in Jan-Sept",Updated On :04 Oct 2023 | 3:42 PMIST
Automobile industry capable of becoming export-led $1 trn by 2035,Updated On :04 Oct 2023 | 2:55 PMIST
"M&M eyeing global expansion, diversifying ops to boost revenue growth",Updated On :04 Oct 2023 | 9:45 AMIST
"VW to offer new features, benefits with Taigun, Virtus this festival season",Updated On :03 Oct 2023 | 6:02 PMIST
Escorts Sept sales: Tractor sales down 11.2%; construction machine sales up,Updated On :03 Oct 2023 | 11:00 AMIST
"As workers begin strike, GM says it offered 7X the required compensation",Updated On :03 Oct 2023 | 9:59 AMIST
Bajaj Auto September sales: Domestic 2W sales down 9% YoY; CV sales up 60%,Updated On :03 Oct 2023 | 9:52 AMIST
Ford furloughs another 500 workers due to United Auto Workers strike,Updated On :03 Oct 2023 | 9:02 AMIST
India Inc's electric vehicle battery-making plans hinge on China imports,Updated On :02 Oct 2023 | 10:33 PMISTPremium
India lags peers in cost of electric vehicle ownership compared to ICE cars,Updated On :02 Oct 2023 | 10:29 PMISTPremium
United Auto Workers union reaches tentative agreement with Mack Trucks,Updated On :02 Oct 2023 | 7:06 PMIST
Car manufacturers are buying 'green steel' that's far from carbon-free,Updated On :02 Oct 2023 | 1:17 PMIST
"Passenger vehicle sales race to new high, GST mop-up above Rs 1.6 trillion",Updated On :01 Oct 2023 | 11:39 PMIST
Festive demand steers passenger vehicle wholesales to record high in Sept,Updated On :01 Oct 2023 | 7:33 PMIST
"M&M total sales jump 17% at 75,604 units in September, PV sales up 20%",Updated On :01 Oct 2023 | 2:43 PMIST
"Toyota reports its highest-ever monthly sales in September at 23,590 units",Updated On :01 Oct 2023 | 12:45 PMIST
"MG Motor records 31% uptick in its retail sales in September at 5,003 units",Updated On :01 Oct 2023 | 12:32 PMIST
British luxury carmaker Aston Martin to open new dealerships in India,Updated On :29 Sep 2023 | 8:49 PMIST
"Ashok Leyland wins order for 1,282 buses from Gujarat state transporter",Updated On :29 Sep 2023 | 12:41 PMIST
"Two-wheeler majors TVS, Bajaj Auto close the gap with startups in EV game",Updated On :28 Sep 2023 | 11:38 PMISTPremium
Tesla rival VinFast mulls setting up manufacturing plant in India,Updated On :28 Sep 2023 | 10:59 AMIST
"Hyundai, Kia recall 3.4 mn vehicles due to fire risk, urge to park outdoors",Updated On :27 Sep 2023 | 10:24 PMIST
Demand for EV charger to grow at 65% CAGR to reach 3 mn by 2030: Report,Updated On :27 Sep 2023 | 8:06 PMIST
Won't be difficult for firms to fully give up diesel vehicles: R C Bhargava,Updated On :26 Sep 2023 | 10:53 PMIST
